"","country","description","points","price","province","variety","latitude","longitude","cluster"
"107","France","This wine comes from one of the best vineyard sites in Savigny-lès-Beaune, on the slope closest to Beaune. It is a smooth, perfumed and ripe wine that has a balanced structure under the bright red-cherry flavor. Still bursting with young fruit, the wine will age, so wait to drink until 2019.",90,60,"Burgundy","Pinot Noir",47.0525047,4.3837215,4
"108","France","From a small, 15-acre property, this wine is ripe, rich and full of yellow fruits along with crisp apples, with a tight texture that needs to develop. It is crisply structured, zesty and mineral in character. Give this juicy, delicious wine until 2017 before drinking.",90,20,"Loire Valley","Sauvignon Blanc",47.5532402,1.0105289,4
"109","Italy","Forest floor, mature berry, scorched soil and a whiff of new leather lead the nose. The palate shows dried black cherry, mocha, cinnamon and clove alongside firm, fine-grained tannins. A licorice note closes the finish.",90,120,"Tuscany","Sangiovese",43.7710513,11.2486208,3
"110","Italy","Coffee, toast, nut, forest floor and fleshy plum aromas waft out of the glass. The big, round palate offers dried black cherry, blackberry jam, licorice and chopped herb alongside ripe, loosely knit tannins. It's straightforward for a Brunello but it has a juicy, immediate appeal. Drink now through 2020.",90,66,"Tuscany","Sangiovese",43.7710513,11.2486208,3
"111","France","From a parcel of 25-year-old vines, this is a concentrated, firm wine that needs to age. It has good potential with its tight, steely character and smoky edge. The fruitiness comes from the organic and biodynamic grapes that give richness as well as a final fresh, crisp aftertaste. Drink from 2017.",90,30,"Loire Valley","Sauvignon Blanc",47.5532402,1.0105289,4
"112","France","Ripe and creamy, this has rich pear and apple fruits lightly cut by more lemon flavors. The wine is fruity, textured with minerality and still young. Drink from 2017.",90,50,"Loire Valley","Sauvignon Blanc",47.5532402,1.0105289,4
"113","New Zealand","Plump and succulent, the 2015 Hunting Hill displays attractive notes of hickory smoke and white peach, underscored by the suggestion of citrus custard. Like all of the 2015 Chardonnays from Kumeu River, it shows great length and intensity.",92,49,"Kumeu","Chardonnay",-36.7772623,174.5588019,2
"114","Spain","Earth, leather and strong but quality oak notes accent berry-fruit aromas. Cheek-sucking tannins make for a rugged mouthfeel. Spicy, peppery berry flavors are fully oaked and toasty, while this tastes dry and minty on the finish. Grilled meat and/or a few years on its side is what this needs. Drink through 2025.",92,77,"Northern Spain","Tempranillo",43.2691164,-4.2500792,1
"115","Argentina","Compact aromas of red berries get a boost from oak-based coconut, cedar and graphite notes. This is a blend of three Malbec vineyards of varying elevations; it's bursting with acidity, while high-toned plum and currant flavors are a touch salty. A lively, fiery finish is fueled by latent acidity. Drink through 2020.",90,30,"Mendoza Province","Malbec",-32.8896247,-68.8526867,3
"116","France","A light, almost thin wine, this hints at green fruit, white stone fruits and mineral texture. Drink now for its fruitiness and crisp aftertaste.",84,19,"Burgundy","Chardonnay",47.0525047,4.3837215,2
"117","France","This light-colored wine is attractively perfumed but with a grassy edge that suggests the fruit was underripe. Built for the short term, it will be ready from late 2017.",84,19,"Burgundy","Pinot Noir",47.0525047,4.3837215,4
"118","Argentina","Raisiny aromas lack freshness and lift. Following that lead, this Cabernet feels stewy and heavy, with questionable balance. Herbal flavors of stewed plum and tomato finish chunky and choppy.",83,12,"Mendoza Province","Cabernet Sauvignon",-32.8896247,-68.8526867,3
"119","France","This is ripe and smooth, with a generous creamy texture. Spice and apple combine to give a tangy edge that will soften and integrate as the wine ages. It's full of potential. Drink from 2017.",91,17,"Alsace","Riesling",48.3181795,7.4416241,4
"120","Chile","This wine shows ripeness, depth and purity. In the mouth, it is saturated and thick. Flavors of saffron, tomato paste, oregano and stewed berry fruits are pure Kankana. A different breed of Syrah, it reflects San Pedro's pioneering efforts in the Elqui Valley.",90,60,"Elqui Valley","Syrah",-30.1574117,-70.4969608,3
"121","Chile","Gritty aromas of berry fruits, wild herbs and leather are hardly shy. This has a lot of energy and acidity across the palate, while flavors of blackberry, plum and coffee finish ripe, baked and rich, with a slight raisiny note. Enjoy with grilled beef or lamb.",90,25,"Colchagua Valley","Syrah",-34.6761419,-71.097317,3
"122","Chile","Rubbery, somewhat funky aromas shift toward iodine and stewed blackberry. A dense palate houses rubbery tannins that are short on structure. Baked blackberry, plum and cassis flavors finish toasty, herbal, leathery and salty.",88,28,"San Antonio","Syrah",-33.5922807,-71.6055123,3
"123","France","A soft and rounded wine, it's ripe, full in the mouth and warm in character. A steely edge merges with the ripe apple and pear flavors to give a wine that's rich and ready to drink.",88,23,"Loire Valley","Sauvignon Blanc",47.5532402,1.0105289,4
"124","France","This is steely, crisp and mineral. It is brightly lit by acidity and juicy green fruits, plums and limes. Over all the fruitiness, a tight structure gives a cool aftertaste.",87,20,"Loire Valley","Sauvignon Blanc",47.5532402,1.0105289,4
"125","Spain","Aromas of raw oak, cinnamon, bacon and clove outmuscle fruit on this rough, tannic, scraping 2013. Flavors of toast, chocolate and baking spices push blackberry and black-plum fruit towards an oaky, abrasive finish with rocky tannins and accents of chocolate and cinnamon. Holding this for another couple of years may or may not soften this fierce but tasty RDD.",90,40,"Northern Spain","Tempranillo",43.2691164,-4.2500792,1
"126","New Zealand","The estate blend is a terrific value in this vintage, coming close to equaling the quality of the single-vineyard wines. Grilled pineapple and melon notes feature a strong acid line that drives through into a long finish.",92,34,"Kumeu","Chardonnay",-36.7772623,174.5588019,2
"127","Austria","Slight pepper spice mingles with subdued, tart berry fruit on the nose of this wine. The palate adds supple vanilla and strawberry notes, with fine, smooth tannins and pervasive freshness. For now, the vanilla still dominates, but a little bottle age will help. Drink 2018–2022.",92,14,"Carnuntum","Pinot Noir",48.113326,16.861693,3
"128","Italy","Black plum, dark kitchen spice, leather and pressed violet aromas lead the nose on this round, savory wine. On the velvety palate, firm, polished tannins frame mature black cherry, licorice and a hint of chewing tobacco. Drink through 2018.",90,25,"Tuscany","Sangiovese",43.7710513,11.2486208,3
"129","Italy","This round, structured Syrah opens with aromas of ripe black fruit, tilled soil and ground black pepper. The palate shows mature blackberry and raspberry together with notes of spice and clove. Velvety tannins provide the framework.",89,65,"Tuscany","Syrah",43.7710513,11.2486208,3
"130","France","The natural richness of a Pouilly-Fumé is revealed well here. Plenty of mineral, herbaceous flavors contrast with the ripe yellow and pear fruit flavors. It is generous and full in the mouth, still young and needing to age. Drink from 2017.",90,25,"Loire Valley","Sauvignon Blanc",47.5532402,1.0105289,4
"131","Italy","Perfumed berry, rose, new leather and dark spice are some of the enticing scents you'll find in this vibrant wine. It's still tightly wound but already dazzles with juicy wild cherry, crushed raspberry, cinnamon, nutmeg and pipe tobacco flavors. Youthfully austere but noble tannins and bright acidity provide balance and serious aging potential. Don't be tempted to open it soon—the best is yet to come. Drink 2022–2042.",99,200,"Tuscany","Sangiovese",43.7710513,11.2486208,3
"132","Italy","Balancing power and grace, this wine delivers alluring aromas and flavors of ripe black cherry, raspberry compote, grilled herb, licorice and tar. Vibrant acidity and firm, velvety tannins provide freshness and structure, while a hint of pipe tobacco closes the lingering finish. Drink 2020–2032.",97,125,"Tuscany","Sangiovese",43.7710513,11.2486208,3
"133","Italy","Aromas recall coffee, toast and weedy underbrush. The lean palate offers licorice, espresso, black pepper and dried fruit flavors alongside clenched, aggressive tannins. While the tannins need to unwind, it lacks the fruit richness for lengthy aging. You'll also notice the heat of alcohol on the close.",86,50,"Tuscany","Sangiovese",43.7710513,11.2486208,3
"134","Spain","Full, intense blackberry aromas skirt complexity but score points via power and grit. Rubbery tannins and plenty of oak give this weight and strength, while flavors of blackberry, black currant and chocolate are ripe and good. A toasty, oaky finish reveals enough blackberry flavor to make this right.",88,12,"Northern Spain","Tempranillo",43.2691164,-4.2500792,1
"135","Chile","A fruity, forward nose of melon, citrus and guava aromas comes with a hint of match stick. Vivacious and lively on the tongue, this delivers a bolt of grapefruit flavor leading to pithy green notes of bell pepper and scallion through the finish.",88,15,"San Antonio","Sauvignon Blanc",-33.5922807,-71.6055123,3
"136","France","From a small parcel in the Lamothe-Vincent vineyard, this rich, structured wine shows a strong relationship with terroir and minerality. It has power and intensity, while still preserving enough freshness. Drink from 2016.",90,25,"Bordeaux","Merlot",44.837789,-0.57918,4
"137","France","This is a bony, tight and herbaceous wine, sharp and crisp with bright apples and lime flavors. Light and full of minerality, it has a steely line that goes to its heart. Drink now, but it will be better in 2015.",87,14,"Loire Valley","Sauvignon Blanc",47.5532402,1.0105289,4
"138","France","While this is obviously Sauvignon Blanc, it also has some rich creaminess that makes it more rounded and rich. The citrus and crisp apple flavors are well-integrated into this ripe wine.",87,16,"Bordeaux","Sauvignon Blanc",44.837789,-0.57918,4
